mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
0.7,"30 km SE of Mina, Nevada",1633397524298,1634248422412,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824721,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824721&format=geojson,,,,,reviewed,0,8,nn,00824721,",nn00824721,",",nn,",",origin,phase-data,",10.0,0.018,0.0745,114.21,ml,earthquake,"M 0.7 - 30 km SE of Mina, Nevada"
1.12,"8km WNW of Cobb, CA",1633397427180,1633398796283,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633466,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633466&format=geojson,,,,,automatic,0,19,nc,73633466,",nc73633466,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01362,0.02,57.0,md,earthquake,"M 1.1 - 8km WNW of Cobb, CA"
1.37,"24 km SSE of Mammoth, Wyoming",1633397064670,1633439635320,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461547,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461547&format=geojson,,,,,reviewed,0,29,uu,60461547,",uu60461547,",",uu,",",origin,phase-data,",10.0,0.06033,0.09,200.0,ml,earthquake,"M 1.4 - 24 km SSE of Mammoth, Wyoming"
1.2,"40 km S of Goldfield, Nevada",1633397051134,1634248233834,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824719,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824719&format=geojson,,,,,reviewed,0,22,nn,00824719,",nn00824719,",",nn,",",origin,phase-data,",8.0,0.084,0.1355,121.74,ml,earthquake,"M 1.2 - 40 km S of Goldfield, Nevada"
4.7,South Sandwich Islands region,1633396945458,1635396032040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ft0i,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ft0i&format=geojson,,,,,reviewed,0,340,us,6000ft0i,",us6000ft0i,",",us,",",origin,phase-data,",,8.032,0.57,93.0,mb,earthquake,M 4.7 - South Sandwich Islands region
0.72,"10km NE of Julian, CA",1633396882510,1633443604364,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40063040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40063040&format=geojson,,,,,reviewed,0,8,ci,40063040,",ci40063040,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.08663,0.17,65.0,ml,earthquake,"M 0.7 - 10km NE of Julian, CA"
4.4,"13 km WSW of Poopó, Bolivia",1633396795508,1635731602040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000frra,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000frra&format=geojson,,,,,reviewed,0,298,us,6000frra,",us6000frra,",",us,",",origin,phase-data,",,2.309,0.76,78.0,mb,earthquake,"M 4.4 - 13 km WSW of Poopó, Bolivia"
1.8,"37 km SSE of Goldfield, Nevada",1633396468936,1633555457746,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824717&format=geojson,,,,,reviewed,0,50,nn,00824717,",nn00824717,",",nn,",",origin,phase-data,",17.0,0.125,0.2967,103.94,ml,earthquake,"M 1.8 - 37 km SSE of Goldfield, Nevada"
4.9,"252 km NNE of Bamboo Flat, India",1633396336228,1635731300040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000frr8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000frr8&format=geojson,,,,,reviewed,0,369,us,6000frr8,",us6000frr8,",",us,",",origin,phase-data,",,5.277,0.59,74.0,mb,earthquake,"M 4.9 - 252 km NNE of Bamboo Flat, India"
2.34,"4 km E of P?hala, Hawaii",1633396119740,1633396449570,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72740622,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72740622&format=geojson,,,,,automatic,0,84,hv,72740622,",hv72740622,",",hv,",",origin,phase-data,",43.0,,0.119999997,131.0,ml,earthquake,"M 2.3 - 4 km E of P?hala, Hawaii"
0.24,"21km ESE of Anza, CA",1633395720370,1633445171522,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40063024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40063024&format=geojson,,,,,reviewed,0,1,ci,40063024,",ci40063024,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.06837,0.11,82.0,ml,earthquake,"M 0.2 - 21km ESE of Anza, CA"
0.48,"13km W of Toms Place, CA",1633395607540,1633403479054,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633461&format=geojson,,,,,reviewed,0,4,nc,73633461,",nc73633461,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.04078,0.02,295.0,md,earthquake,"M 0.5 - 13km W of Toms Place, CA"
1.8,"38 km SSE of Goldfield, Nevada",1633395597325,1633556602408,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824714&format=geojson,,,,,reviewed,0,50,nn,00824714,",nn00824714,",",nn,",",origin,phase-data,",18.0,0.118,0.3106,93.34,ml,earthquake,"M 1.8 - 38 km SSE of Goldfield, Nevada"
1.98000002,"5 km E of P?hala, Hawaii",1633395334270,1633395530410,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72740612,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72740612&format=geojson,,,,,automatic,0,60,hv,72740612,",hv72740612,",",hv,",",origin,phase-data,",29.0,,0.159999996,139.0,md,earthquake,"M 2.0 - 5 km E of P?hala, Hawaii"
0.41,"15km SE of Mammoth Lakes, CA",1633395234450,1633397710951,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633456,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633456&format=geojson,,,,,reviewed,0,3,nc,73633456,",nc73633456,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.05035,0.07,217.0,md,earthquake,"M 0.4 - 15km SE of Mammoth Lakes, CA"
2.39,"6km SE of Pinnacles, CA",1633395109200,1633573990880,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633451&format=geojson,7.0,2.2,,,reviewed,0,89,nc,73633451,",nc73633451,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",27.0,0.04597,0.09,118.0,md,earthquake,"M 2.4 - 6km SE of Pinnacles, CA"
2.0,"7km ESE of Pinnacles, CA",1633395098340,1633572910674,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633446,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633446&format=geojson,1.0,2.0,,,reviewed,0,62,nc,73633446,",nc73633446,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.04325,0.09,88.0,md,earthquake,"M 2.0 - 7km ESE of Pinnacles, CA"
1.16,"17km SSW of Searles Valley, CA",1633394616650,1633443276329,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40063008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40063008&format=geojson,,,,,reviewed,0,21,ci,40063008,",ci40063008,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.03417,0.13,80.0,ml,earthquake,"M 1.2 - 17km SSW of Searles Valley, CA"
0.5,"24 km N of Four Mile Road, Alaska",1633394222587,1633394480924,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021crrmez6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021crrmez6&format=geojson,,,,,automatic,0,4,ak,021crrmez6,",ak021crrmez6,",",ak,",",origin,",,,0.69,,ml,earthquake,"M 0.5 - 24 km N of Four Mile Road, Alaska"
0.96,"20km E of Little Lake, CA",1633394046630,1633440133996,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40063000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40063000&format=geojson,,,,,reviewed,0,14,ci,40063000,",ci40063000,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.03789,0.1,69.0,ml,earthquake,"M 1.0 - 20km E of Little Lake, CA"
1.6,"38 km SSE of Goldfield, Nevada",1633393954073,1633394163146,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824711,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824711&format=geojson,,,,,automatic,0,39,nn,00824711,",nn00824711,",",nn,",",origin,phase-data,",20.0,0.123,0.228,130.79,ml,earthquake,"M 1.6 - 38 km SSE of Goldfield, Nevada"
0.53,"16km W of Searles Valley, CA",1633393856520,1633441387132,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062992&format=geojson,,,,,reviewed,0,4,ci,40062992,",ci40062992,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.04274,0.13,128.0,ml,earthquake,"M 0.5 - 16km W of Searles Valley, CA"
0.89,"15km WNW of Pinnacles, CA",1633393833960,1633558392031,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633441,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633441&format=geojson,,,,,reviewed,0,12,nc,73633441,",nc73633441,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.02816,0.07,137.0,md,earthquake,"M 0.9 - 15km WNW of Pinnacles, CA"
2.61,"25 km SSE of Mammoth, Wyoming",1633393808810,1633442563820,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461542,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461542&format=geojson,,,,,reviewed,0,105,uu,60461542,",uu60461542,",",uu,",",origin,phase-data,",28.0,0.05262,0.19,79.0,ml,earthquake,"M 2.6 - 25 km SSE of Mammoth, Wyoming"
1.44,"24 km SSE of Mammoth, Wyoming",1633393638410,1633440468620,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461537,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461537&format=geojson,,,,,reviewed,0,32,uu,60461537,",uu60461537,",",uu,",",origin,phase-data,",11.0,0.05895,0.1,173.0,ml,earthquake,"M 1.4 - 24 km SSE of Mammoth, Wyoming"
2.11,"13km WSW of Delta, B.C., MX",1633393374630,1633443021299,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062984,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062984&format=geojson,,,,,reviewed,0,68,ci,40062984,",ci40062984,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.1195,0.22,129.0,ml,earthquake,"M 2.1 - 13km WSW of Delta, B.C., MX"
4.4,"30 km SW of Ashk?sham, Afghanistan",1633393210360,1633754626737,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000frqw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000frqw&format=geojson,1.0,3.8,,,reviewed,0,298,us,6000frqw,",us6000frqw,",",us,",",dyfi,origin,phase-data,",,0.869,0.78,44.0,mb,earthquake,"M 4.4 - 30 km SW of Ashk?sham, Afghanistan"
2.46,"22km W of Reederville, NV",1633393130170,1633831692617,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633436&format=geojson,,,,,reviewed,0,93,nc,73633436,",nc73633436,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.6728,0.19,160.0,md,earthquake,"M 2.5 - 22km W of Reederville, NV"
0.25,"30 km S of Mammoth, Wyoming",1633392981950,1633452428000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60029184,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60029184&format=geojson,,,,,reviewed,0,1,uu,60029184,",uu60029184,",",uu,",",origin,phase-data,",7.0,0.02925,0.04,135.0,md,earthquake,"M 0.3 - 30 km S of Mammoth, Wyoming"
-0.17,"27 km SSE of Mammoth, Wyoming",1633392978630,1633452775000,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461532,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461532&format=geojson,,,,,reviewed,0,0,uu,60461532,",uu60461532,",",uu,",",origin,phase-data,",5.0,0.04068,0.13,197.0,md,earthquake,"M -0.2 - 27 km SSE of Mammoth, Wyoming"
1.11,"16km SSW of Searles Valley, CA",1633392965080,1633462806374,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062968&format=geojson,,,,,reviewed,0,19,ci,40062968,",ci40062968,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.04393,0.12,116.0,ml,earthquake,"M 1.1 - 16km SSW of Searles Valley, CA"
0.85,"9km N of Banning, CA",1633392783180,1633394559394,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062960,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062960&format=geojson,,,,,reviewed,0,11,ci,40062960,",ci40062960,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.0614,0.12,59.0,ml,earthquake,"M 0.9 - 9km N of Banning, CA"
1.5,"38 km SSE of Goldfield, Nevada",1633392541201,1633551159963,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824709,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824709&format=geojson,,,,,reviewed,0,35,nn,00824709,",nn00824709,",",nn,",",origin,phase-data,",13.0,0.12,0.1304,126.8,ml,earthquake,"M 1.5 - 38 km SSE of Goldfield, Nevada"
1.54,"17km SSE of Tres Pinos, CA",1633392502990,1633567032911,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633426&format=geojson,,,,,reviewed,0,36,nc,73633426,",nc73633426,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.05595,0.07,105.0,md,earthquake,"M 1.5 - 17km SSE of Tres Pinos, CA"
0.56,"29 km E of West Yellowstone, Montana",1633392461440,1633450845130,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461527&format=geojson,,,,,reviewed,0,5,uu,60461527,",uu60461527,",",uu,",",origin,phase-data,",9.0,0.07241,0.14,96.0,md,earthquake,"M 0.6 - 29 km E of West Yellowstone, Montana"
1.3,"117 km S of McCarthy, Alaska",1633392232747,1633392476884,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021crrf8h8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021crrf8h8&format=geojson,,,,,automatic,0,26,ak,021crrf8h8,",ak021crrf8h8,",",ak,",",origin,",,,1.01,,ml,earthquake,"M 1.3 - 117 km S of McCarthy, Alaska"
0.69,"14km S of Trona, CA",1633392157110,1633394974943,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062952&format=geojson,,,,,reviewed,0,7,ci,40062952,",ci40062952,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.07139,0.23,180.0,ml,earthquake,"M 0.7 - 14km S of Trona, CA"
2.6,"36 km SSE of Goldfield, Nevada",1633392126210,1633453547930,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824706&format=geojson,,,,,reviewed,0,104,nn,00824706,",nn00824706,",",nn,",",origin,phase-data,",31.0,0.149,0.191,107.35,ml,earthquake,"M 2.6 - 36 km SSE of Goldfield, Nevada"
2.1,California-Nevada border region,1633392064651,1633466309980,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824704&format=geojson,,,,,reviewed,0,68,nn,00824704,",nn00824704,",",nn,",",origin,phase-data,",23.0,0.144,0.2067,106.58,ml,earthquake,M 2.1 - California-Nevada border region
1.56,"23 km SSE of Mammoth, Wyoming",1633391872610,1633450534750,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461517,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461517&format=geojson,,,,,reviewed,0,37,uu,60461517,",uu60461517,",",uu,",",origin,phase-data,",11.0,0.06208,0.09,175.0,ml,earthquake,"M 1.6 - 23 km SSE of Mammoth, Wyoming"
2.2,"35 km SSE of Goldfield, Nevada",1633391857224,1633473231323,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824701&format=geojson,,,,,reviewed,0,74,nn,00824701,",nn00824701,",",nn,",",origin,phase-data,",11.0,0.143,0.1804,106.72,ml,earthquake,"M 2.2 - 35 km SSE of Goldfield, Nevada"
0.75,"25 km SSE of Mammoth, Wyoming",1633391796810,1633449916580,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60029174,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60029174&format=geojson,,,,,reviewed,0,9,uu,60029174,",uu60029174,",",uu,",",origin,phase-data,",5.0,0.05146,0.07,244.0,md,earthquake,"M 0.8 - 25 km SSE of Mammoth, Wyoming"
1.4,"25 km SSE of Mammoth, Wyoming",1633391766630,1633449729310,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461512&format=geojson,,,,,reviewed,0,30,uu,60461512,",uu60461512,",",uu,",",origin,phase-data,",6.0,0.04802,0.06,220.0,ml,earthquake,"M 1.4 - 25 km SSE of Mammoth, Wyoming"
0.9,"58 km NW of Ninilchik, Alaska",1633391695863,1633391935191,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021cqhvsn1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021cqhvsn1&format=geojson,,,,,automatic,0,12,ak,021cqhvsn1,",ak021cqhvsn1,",",ak,",",origin,",,,0.36,,ml,earthquake,"M 0.9 - 58 km NW of Ninilchik, Alaska"
1.61,"25 km SSE of Mammoth, Wyoming",1633391662160,1633445472950,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461507,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461507&format=geojson,,,,,reviewed,0,40,uu,60461507,",uu60461507,",",uu,",",origin,phase-data,",12.0,0.05079,0.17,166.0,ml,earthquake,"M 1.6 - 25 km SSE of Mammoth, Wyoming"
0.64,"9km WNW of The Geysers, CA",1633391637320,1633392853809,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633416&format=geojson,,,,,automatic,0,6,nc,73633416,",nc73633416,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.006892,0.02,56.0,md,earthquake,"M 0.6 - 9km WNW of The Geysers, CA"
1.62,"25 km SSE of Mammoth, Wyoming",1633391435110,1633448831740,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461502,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461502&format=geojson,,,,,reviewed,0,40,uu,60461502,",uu60461502,",",uu,",",origin,phase-data,",11.0,0.05388,0.09,167.0,ml,earthquake,"M 1.6 - 25 km SSE of Mammoth, Wyoming"
0.98,"26 km SSE of Mammoth, Wyoming",1633391416070,1633449049740,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60029169,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60029169&format=geojson,,,,,reviewed,0,15,uu,60029169,",uu60029169,",",uu,",",origin,phase-data,",7.0,0.04537,0.05,181.0,md,earthquake,"M 1.0 - 26 km SSE of Mammoth, Wyoming"
1.71,"21km ESE of Anza, CA",1633390805460,1633394168640,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062936&format=geojson,,,,,reviewed,0,45,ci,40062936,",ci40062936,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",59.0,0.07047,0.14,59.0,ml,earthquake,"M 1.7 - 21km ESE of Anza, CA"
0.62,"21km ESE of Anza, CA",1633390795900,1633393689379,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062928&format=geojson,,,,,reviewed,0,6,ci,40062928,",ci40062928,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.07093,0.11,65.0,ml,earthquake,"M 0.6 - 21km ESE of Anza, CA"
2.28,"25 km SSE of Mammoth, Wyoming",1633390727180,1633443862410,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461497,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461497&format=geojson,,,,,reviewed,0,80,uu,60461497,",uu60461497,",",uu,",",origin,phase-data,",19.0,0.0536,0.17,165.0,ml,earthquake,"M 2.3 - 25 km SSE of Mammoth, Wyoming"
1.31,"21km ESE of Anza, CA",1633390701690,1633393041288,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062920,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062920&format=geojson,,,,,reviewed,0,26,ci,40062920,",ci40062920,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",33.0,0.07006,0.17,64.0,ml,earthquake,"M 1.3 - 21km ESE of Anza, CA"
0.96,"18km ESE of Anza, CA",1633390696660,1633393397241,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37356628,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37356628&format=geojson,,,,,reviewed,0,14,ci,37356628,",ci37356628,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.06905,0.08,216.0,ml,earthquake,"M 1.0 - 18km ESE of Anza, CA"
1.46,"21km ESE of Anza, CA",1633390691620,1633392522236,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062912&format=geojson,,,,,reviewed,0,33,ci,40062912,",ci40062912,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.07345,0.15,64.0,ml,earthquake,"M 1.5 - 21km ESE of Anza, CA"
1.38,"14km WNW of Pinnacles, CA",1633390322230,1633564036024,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633406&format=geojson,,,,,reviewed,0,29,nc,73633406,",nc73633406,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.02984,0.07,132.0,md,earthquake,"M 1.4 - 14km WNW of Pinnacles, CA"
1.1,"30 km NE of Paxson, Alaska",1633390321446,1633391834855,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021cqhqyq7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021cqhqyq7&format=geojson,,,,,automatic,0,19,ak,021cqhqyq7,",ak021cqhqyq7,",",ak,",",origin,",,,0.44,,ml,earthquake,"M 1.1 - 30 km NE of Paxson, Alaska"
1.2,"36 km SSE of Goldfield, Nevada",1633390166883,1633542591900,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824698&format=geojson,,,,,reviewed,0,22,nn,00824698,",nn00824698,",",nn,",",origin,phase-data,",16.0,0.135,0.1802,105.33,ml,earthquake,"M 1.2 - 36 km SSE of Goldfield, Nevada"
0.42,"37 km NNE of Amboy, Washington",1633390125100,1633392672050,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61778012,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61778012&format=geojson,,,,,reviewed,0,3,uw,61778012,",uw61778012,",",uw,",",origin,phase-data,",9.0,0.006799,0.13,202.0,ml,earthquake,"M 0.4 - 37 km NNE of Amboy, Washington"
1.48,"4km NNW of Boron, CA",1633389884160,1633391915423,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40062904,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40062904&format=geojson,2.0,2.2,,,reviewed,0,34,ci,40062904,",ci40062904,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",23.0,0.0992,0.17,59.0,ml,quarry blast,"M 1.5 Quarry Blast - 4km NNW of Boron, CA"
2.7,"96 km ESE of Yakutat, Alaska",1633389536411,1633390480040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak021cqho2xv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak021cqho2xv&format=geojson,,,,,automatic,0,112,ak,021cqho2xv,",us6000frqe,ak021cqho2xv,",",us,ak,",",origin,phase-data,",,,0.89,,ml,earthquake,"M 2.7 - 96 km ESE of Yakutat, Alaska"
0.25,"4km E of Mammoth Lakes, CA",1633389462840,1633397474051,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633401&format=geojson,,,,,reviewed,0,1,nc,73633401,",nc73633401,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.02719,0.04,109.0,md,earthquake,"M 0.3 - 4km E of Mammoth Lakes, CA"
0.8,"37 km SE of Mina, Nevada",1633389437132,1633389665812,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824696,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824696&format=geojson,,,,,automatic,0,10,nn,00824696,",nn00824696,",",nn,",",origin,phase-data,",10.0,0.066,0.0551,115.97,ml,earthquake,"M 0.8 - 37 km SE of Mina, Nevada"
1.5,"36 km SSE of Goldfield, Nevada",1633389254364,1633531135313,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00824693,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00824693&format=geojson,,,,,reviewed,0,35,nn,00824693,",nn00824693,",",nn,",",origin,phase-data,",13.0,0.126,0.1953,104.19,ml,earthquake,"M 1.5 - 36 km SSE of Goldfield, Nevada"
1.3,"41 km SSE of Goldfield, Nevada",1633389215639,1633537490013,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00825008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00825008&format=geojson,,,,,reviewed,0,26,nn,00825008,",nn00825008,",",nn,",",origin,phase-data,",9.0,0.119,0.1286,127.32,ml,earthquake,"M 1.3 - 41 km SSE of Goldfield, Nevada"
1.14,"23 km SSE of Mammoth, Wyoming",1633389015000,1633447992900,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60461492,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60461492&format=geojson,,,,,reviewed,0,20,uu,60461492,",uu60461492,",",uu,",",origin,phase-data,",6.0,0.06436,0.07,295.0,md,earthquake,"M 1.1 - 23 km SSE of Mammoth, Wyoming"
3.66,"14km WNW of Pinnacles, CA",1633388868800,1633725164462,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73633396,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73633396&format=geojson,531.0,4.1,4.091,,reviewed,0,424,nc,73633396,",nc73633396,ew1633388870,us6000frqd,",",nc,ew,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shake-alert,shakemap,",82.0,0.03011,0.16,59.0,ml,earthquake,"M 3.7 - 14km WNW of Pinnacles, CA"
